,key,district_id,structure_type_id,land_use_id,area_size
120,800270061000900,5,0,110,780.5
121,2301911661000000,10,10,10,21345.01
122,1400778621000000,8,0,110,5978.05
123,1701451871000000,11,10,10,15109.37
124,2201740091000900,11,0,110,4390.9
125,2101860911000000,10,10,10,20519.6
126,2101870151000000,10,10,10,23971.84
127,1601448011000000,9,0,110,1105.5
128,1801590091000000,3,10,10,7558.91
129,2101861101000000,10,10,10,9384.26
130,1601420041000400,9,18,100,123917.85
131,700254981000000,4,10,10,20209.35
132,1601328021000000,9,0,110,653.32
133,1801536051000000,3,14,30,1728.03
134,1801571451000000,3,10,10,39100.25
135,1801571491000000,3,10,10,23029.65
136,1801571331000000,3,10,10,5143.83
137,1501260421000000,9,10,10,13295.53
138,1501260571000000,9,10,10,10029.7
139,1400836241000000,8,10,10,8775.43
140,1801576031000100,3,10,10,2522.01
141,2000896661000100,12,18,100,21355.84
142,2000916431000300,12,10,10,13272.6
143,1400830951000100,8,10,10,14802.02
144,1501261221000000,9,10,10,1445.75
145,1901626001000000,3,10,10,1714.11
146,2000900121000000,12,10,10,14140.44
147,1000520991000000,6,10,10,8691.07
148,2000900231000000,12,10,10,41711.13
149,1200660961000000,6,10,10,5238.31
150,1400810181000100,8,10,10,22310.93
151,2000910661000000,12,10,10,21805.09
152,800270721000200,5,10,10,3485.78
153,2000911721000000,12,10,10,15556.82
154,800327131000100,5,10,10,12541.13
155,1400810561000000,8,10,10,14578.99
156,2000860751000000,12,10,10,9060.7
157,1300740671000000,7,10,10,20789.37
158,1400800461000000,8,10,10,11856.07
159,800270981000000,5,10,10,21921.48
160,1300701171000000,7,10,10,13631.01
161,1601390231000000,9,10,10,17742.52
162,800270061003200,5,0,110,10617.95
163,1000530661003100,6,18,100,1170.45
164,800371581000000,5,10,10,17290.33
165,1701470731000300,11,18,130,15703.41
166,1501240501000200,9,10,10,11347.75
167,800272221000000,5,10,10,18678.96
168,1400801191000000,8,10,10,12253.24
169,1501270171000000,9,10,10,11370.06
170,2000896661001600,12,18,100,17394.78
171,1300741421000000,7,10,10,17713.13
172,1300740471000000,7,10,10,10048.2
173,1300740461000000,7,10,10,29744.41
174,1400830841000000,8,10,10,11101.29
175,2301900431000000,10,10,10,21821.86
176,2301890431000000,10,10,10,16609.77
177,2101880601000000,10,10,10,15779.33
178,2301911781000000,10,10,10,22916.86
179,2301911691000000,10,10,10,20271.72
180,2301911711000000,10,10,10,19666.66
181,2101860831000000,10,10,10,24057.91
182,800380031000400,5,18,121,14210.6
183,2101860381000000,10,10,10,4929.54
184,2101860221000000,10,10,10,25050.2
185,2101860241000000,10,10,10,19807.81
186,401090031000000,3,10,10,17392.02
187,2301890761000000,10,10,10,12731.37
188,1200630971000000,6,18,130,1493.3
189,2301920061000300,10,0,110,1606.7
190,800360541000600,5,0,110,4656.95
191,800360541000700,5,0,110,5249.18
192,800270861000000,5,10,10,14687.24
193,800270031000700,5,0,110,1490.77
194,101030751000000,1,14,30,8278.09
195,1801550271000000,3,10,10,19748.49
196,1901670131000000,3,10,10,13684.39
197,101026051000000,1,14,30,6592.53
198,2000900061000000,12,10,10,31125.53
199,800380411002200,5,18,100,8551.99
200,2301900391000000,10,10,10,24215.79
201,2000911591000000,12,10,10,5712.74
202,1300740641000300,7,18,100,7584.47
203,2000910751000000,12,10,10,14924.0
204,1300740451000000,7,10,10,26817.81
205,1000493241000000,6,10,10,37641.68
206,1200661011000000,6,18,130,624.16
207,100988101000000,1,0,110,8299.46
208,2000931221000000,12,10,10,17024.09
209,1000520911000300,6,18,100,5269.93
210,1601360101000400,9,18,100,113888.35
211,600126221000200,2,14,30,10538.58
212,2301896021000000,10,10,10,3769.07
213,1000538631000000,6,0,110,4547.67
214,2000911471000200,12,10,10,8926.53
215,800372161000000,5,10,10,10201.41
216,1901688091000000,3,0,110,1637.43
217,2301901801000000,10,10,10,17953.72
218,2301901791000000,10,10,10,21739.37
219,2301901781000000,10,10,10,23524.19
220,800371371000000,5,10,10,7513.98
221,2301901831000000,10,10,10,25120.86
222,1400810811000200,8,10,10,13581.66
223,1300746431000200,7,10,10,4854.37
224,2301890381000000,10,10,10,10329.07
225,2301890311000000,10,10,10,13389.14
226,2301901661000000,10,10,10,31545.66
227,2101840501000000,10,10,10,20658.39
228,2301900281000000,10,10,10,16759.93
229,2301900421000000,10,10,10,17067.88
230,2301910521000000,10,10,10,19743.73
231,401090041000000,3,10,10,20317.07
232,800360531001000,5,0,110,3066.36
233,2101860291000000,10,10,10,17703.02
234,2101860301000000,10,10,10,10229.37
235,2101880811000000,10,10,10,38622.2
236,2101880801000000,10,10,10,28443.15
237,1601366051000200,9,18,100,24795.07
238,1000530721000000,6,18,100,1079.93
239,1801576271000000,3,10,10,8794.36
240,2301900711000000,10,10,10,30286.08
241,2301900731000000,10,10,10,14230.41
242,2101860341000000,10,10,10,23759.45
243,2101860281000000,10,10,10,17693.42
244,2301921001000000,10,10,10,17360.86
245,2301911651000000,10,10,10,20149.93
246,800376101000300,5,10,10,10581.82
247,1901676231000100,3,10,10,16032.85
248,2000931211000000,12,10,10,17923.74
249,2000931051000000,12,10,10,23655.05
250,2000931201000000,12,10,10,21933.19
251,800372461000200,5,10,10,10566.98
252,1901680301002300,3,18,100,23997.5
253,800376331000100,5,10,10,52140.65
254,900471061002300,4,18,100,18371.75
255,800372401000200,5,10,10,37166.29
256,1300740851000100,7,10,10,16133.94
257,2000931061000000,12,10,10,26489.93
258,900471111001800,4,18,100,20672.37
259,2000931071000000,12,10,10,19919.15
260,1801560221000100,3,10,10,17819.08
261,1601320761000100,9,10,10,7129.33
262,2000910651000000,12,10,10,30565.85
263,2301920201000000,10,10,10,28357.2
264,600120151000000,2,8,21,30885.06
265,1000496211000000,6,10,10,33561.8
266,2301940051000200,10,8,10,13680.58
267,1300740601000000,7,10,10,19380.1
268,1300681671000200,7,18,160,35830.1
269,700257571000000,4,10,10,6510.59
270,800372351000400,5,10,10,23412.4
271,800372361000200,5,10,10,9004.86
272,1000536251003000,6,18,100,25079.02
273,1801540021000100,3,18,100,5945.26
274,2301900621000000,10,10,10,19980.35
275,1801560611000700,3,10,10,8727.28
276,800291811000000,5,6,21,22670.76
277,1400831591000000,8,10,10,11757.1
278,1400830501000000,8,10,10,38788.56
279,1501261241000000,9,10,10,3700.45
280,2301890771000000,10,10,10,16396.67
281,2301890551000000,10,10,10,21920.84
282,2301890471000000,10,10,10,11264.04
283,2301920241000000,10,10,10,24758.99
284,800327421003100,5,18,121,10045.99
285,800327421000700,5,18,121,32809.26
286,2301900481000000,10,10,10,22174.52
287,2301900471000000,10,10,10,26248.46
288,2101880781000000,10,10,10,18611.91
289,800390491000100,5,10,10,33721.81
290,1000493751000000,6,10,10,44728.41
291,1000493761000000,6,10,10,27940.9
292,800324581000000,5,10,10,29701.14
293,1501261491000000,9,10,10,1731.6
294,2301900611000000,10,10,10,19106.8
295,2000892171002300,12,18,100,47932.35
296,2000916301000100,12,10,10,12545.82
297,1000530661003200,6,18,100,14068.77
298,800391151000000,5,10,10,13383.75
299,2301901041000000,10,10,10,31155.57
300,1300741271000300,7,10,10,17776.39
301,900452681000000,4,4,10,5363.0
302,800270591000000,5,10,10,26161.87
303,1300740251000000,7,10,10,19305.0
304,900453171000000,4,4,10,8094.32
305,1400808661000000,8,0,110,9161.06
306,1300740131000000,7,10,10,10229.52
307,1601400011000200,9,18,100,110750.64
308,900453201000000,4,4,10,8745.16
309,1000501301000000,6,11,10,29394.96
310,1400778541000000,8,0,110,19117.6
311,1000501311000000,6,10,10,30791.51
312,1601346011001600,9,18,100,38112.0
313,900453161000000,4,4,10,10420.49
314,1200643291000000,6,10,10,18960.84
315,1200646421000300,6,10,10,11633.73
316,1601340061000900,9,18,100,38283.34
317,1901600641000000,3,15,60,6437.63
318,1400830781000400,8,0,110,2949.15
319,401060031000000,3,18,160,6872.49
320,1000493571000000,6,10,10,16104.3
321,1300701321000000,7,10,10,25937.94
322,2000916331000200,12,10,10,15038.29
323,1200620141000100,6,14,30,8891.8
324,2000930441000000,12,10,10,22347.58
325,1300730721000000,7,10,10,15472.05
326,1000511431000000,6,10,10,7982.53
327,1501208021000000,9,0,110,7390.76
328,1000493431000000,6,10,10,28688.84
329,101028041000000,1,0,110,5720.15
330,900441811000000,4,14,30,7704.19
331,800396211000200,5,0,110,949.84
332,800327421001400,5,18,121,22609.22
333,1400792191000000,8,1,10,9550.54
334,1501266251000200,9,18,150,22214.29
335,1200671011000000,6,11,10,20753.3
336,1601321041000400,9,18,100,11387.85
337,1801560361000000,3,10,10,6316.8
338,800380031000300,5,18,121,2209.38
339,1200671411000000,6,10,10,30588.64
340,2201730181000000,11,10,10,5118.45
341,1400792231000000,8,4,10,12799.05
342,1400830131000000,8,10,10,33723.53
343,1400781301000000,8,15,60,7747.87
344,2000910681000000,12,10,10,17157.67
345,700254631000100,4,10,10,27089.1
346,1000536251005200,6,18,100,42822.77
347,1200642251000000,6,10,10,25846.35
348,1000521011000000,6,10,10,13402.12
349,800371271000000,5,10,10,8218.0
350,1400810131000000,8,10,10,17580.87
351,1000516021000100,6,18,150,79096.23
352,1601420031001500,9,18,100,191059.59
353,800360541000800,5,0,110,4082.74
354,1200660621000000,6,10,10,16341.8
355,2000910671000000,12,10,10,19617.8
356,800380221002200,5,18,100,18461.8
357,2000896851000200,12,18,130,5482.41
358,1300741541000000,7,10,10,23721.32
359,1200671561000000,6,10,10,29673.41
360,1400810521000000,8,10,10,25373.95
361,700241751000000,4,8,10,16243.04
362,1400836921000000,8,10,10,17031.43
363,800380021003700,5,18,121,18422.04
364,2000910491000000,12,10,10,35414.03
365,800380191001000,5,18,100,23754.77
366,1200620081000000,6,4,10,8841.64
367,1000530081000000,6,11,10,50760.3
368,1501266931000000,9,10,10,20469.16
369,1000530501000200,6,11,10,6137.1
370,1000536201001900,6,18,100,59845.16
371,1300691411000000,7,6,10,44828.89
372,1000530521000000,6,13,10,9067.66
373,1000492111000000,6,10,10,12887.98
374,800386751000000,5,10,10,9840.59
375,600120031000300,2,14,30,16868.49
376,2000910501000000,12,10,10,17388.34
377,1000525031000000,6,17,80,4392.2
378,800291531000000,5,6,10,18636.29
379,1200660481000200,6,18,150,21873.83
380,1200676321000000,6,17,50,35020.72
381,1200671021000000,6,10,10,28987.66
382,1200676211000000,6,12,10,30733.78
383,1000520751000000,6,10,10,29301.32
384,1000536201002900,6,18,100,49318.14
385,1000536191000300,6,18,100,578.47
386,1501266871000000,9,8,10,6676.86
387,800327421001500,5,18,121,19813.03
388,1300741551000000,7,10,10,43128.81
389,1200670941000200,6,12,10,37322.47
390,1200670951000000,6,12,10,51857.06
391,1200670901000000,6,5,10,15604.15
392,1400816431000000,8,10,10,17896.18
393,900441911000100,4,6,10,15664.56
394,1200670891000000,6,15,21,11035.69
395,2000930561000000,12,10,10,11391.41
396,1501200071000100,9,8,10,7161.98
397,1200670881000000,6,3,10,8113.0
398,1200670871000000,6,3,10,14319.11
399,2000926051000300,12,18,100,2840.65
400,1200670941000100,6,15,40,13995.3
401,1300740581000000,7,10,10,23885.44
402,1400750281000000,8,1,10,11143.37
403,1400801851000000,8,10,10,27258.92
404,1300720331000000,7,10,10,24854.0
405,1400750291000000,8,6,10,25421.45
406,1501271321000000,9,10,10,4675.38
407,2000931261000000,12,10,10,29229.0
408,1501200171000100,9,1,10,6287.5
409,1501200141000000,9,1,10,25402.73
410,2000920161000900,12,18,100,7478.32
411,1400782441000000,8,1,21,5208.88
412,1100566031000000,7,6,21,15362.46
413,2000910781000000,12,10,10,26304.61
414,300091711000200,1,1,10,11100.04
415,100980301000000,1,14,30,6887.31
416,100980241000100,1,14,30,12724.92
417,1801550321000100,3,10,10,8264.13
418,100980231000000,1,18,140,280.35
419,100980211000000,1,3,21,7785.65
420,1300741281000000,7,10,10,46241.44
421,1801536021000000,3,14,30,13161.11
422,1000501531000000,6,10,10,31794.37
423,1000499221000000,6,18,130,10166.38
424,1000526021000500,6,5,10,63836.22
425,1601360121000100,9,18,100,199353.09
426,1300730831000300,7,18,160,14533.04
427,1000526051000000,6,10,10,6234.25
428,1000536201002200,6,18,100,47014.28
429,1400806671000200,8,18,130,12700.4
430,1400816421000200,8,8,10,18001.87
431,2000966091000000,12,5,10,12862.54
432,900411411000000,4,10,10,7450.11
433,1000493501000000,6,10,10,12737.81
434,1501266741000000,9,8,10,4760.66
435,2000892241004600,12,18,100,145918.57
436,100986101000400,1,1,21,10976.9
437,1000493361000300,6,10,10,11947.43
438,1300700231000000,7,4,10,28584.39
439,1000493361000200,6,18,160,8813.84
440,1801571411000100,3,10,10,8193.36
441,1000493361000100,6,10,10,29312.8
442,1000496061000500,6,10,10,21977.83
443,2000916091000000,12,10,10,27599.62
444,2000916391000300,12,10,10,13651.59
445,2000916111000000,12,10,10,3521.32
446,800324681000100,5,10,10,7283.47
447,1300730141000000,7,8,10,6400.69
448,2000930071000100,12,10,10,13498.12
449,1400800101000000,8,2,21,25629.42
450,1000496241000100,6,5,10,24921.48
451,1300680561000000,7,4,10,21915.12
452,1400783101000000,8,3,10,8437.57
453,1400783081000000,8,2,21,7499.08
454,1000493831000000,6,5,10,9349.36
455,1501230021000000,9,10,10,34645.82
456,1400783111000000,8,2,10,4283.18
457,1400783131000000,8,2,21,22781.02
458,1801576361000000,3,10,10,3906.6
459,1000520021004800,6,18,100,34204.39
460,2301900581000000,10,10,10,25712.88
461,1601370121000400,9,18,100,106820.5
462,1801550611000000,3,10,10,10273.33
463,1400781091000000,8,14,30,15730.52
464,700221181000000,4,1,10,15516.43
465,1601420041000500,9,18,100,185183.38
466,1601370121000300,9,18,100,112227.79
467,1601420041000800,9,18,100,191167.64
468,1501271281000000,9,10,10,23293.36
469,1400826401000000,8,6,10,13304.74
470,1000499441000200,6,14,30,2340.34
471,1000536201004700,6,18,100,108380.44
472,800336281000000,5,10,10,2761.64
473,1000520311000000,6,10,10,28245.43
474,1000493841000000,6,5,10,15256.0
475,1300736291000300,7,18,50,18709.3
476,700221301000000,4,1,10,27854.08
477,1200676511000000,6,10,10,8895.71
478,1100541221000000,7,1,10,9026.0
479,1200670331000000,6,10,10,8405.2
480,1000501241000000,6,11,10,42090.81
481,1000520351000000,6,10,10,23048.04
482,1300741261000200,7,10,10,31662.39
483,1300741261000300,7,10,10,8638.17
484,1300741261000100,7,10,10,10712.02
485,1300741271000100,7,10,10,38405.24
486,1300740871000000,7,10,10,26826.89
487,1000511271000000,6,10,10,12425.86
488,1300741271000200,7,10,10,12012.82
489,900453141000000,4,4,10,8316.56
490,1400816671000200,8,18,160,42169.72
491,700254691000000,4,10,10,13869.25
492,1300680791000000,7,6,10,23897.21
493,1400810401000000,8,10,10,17934.78
494,1200670351000000,6,10,10,7800.89
495,1100613031000000,7,2,10,11715.31
496,100980071000200,1,18,130,17665.05
497,800327111000300,5,10,10,15423.29
498,900453151000000,4,4,10,4828.96
499,1300741381000200,7,10,10,36215.14
500,1300741151000000,7,10,10,18691.04
501,1400832251000000,8,10,10,20732.95
502,800293121000000,5,1,10,1719.97
503,800371331000000,5,10,10,13121.5
504,1000501331000000,6,11,10,11092.82
505,1000501341000000,6,11,10,10061.62
506,1100613131000000,7,2,10,15946.89
507,100980071000100,1,6,10,10339.1
508,700263351000000,4,10,10,14660.37
509,1000530281000000,6,11,10,3825.41
510,1000530661001200,6,18,100,14426.31
511,1000536251004100,6,18,100,66228.94
512,1000530291000000,6,10,10,24480.06
513,1000536251004200,6,18,100,64486.81
514,1000501251000000,6,11,10,36909.07
515,1200670741000000,6,5,10,15480.72
516,501160111000000,2,18,140,386.34
517,800270071002500,5,18,100,22637.23
518,700188651000000,4,0,110,14016.2
519,101028021000000,1,0,110,1614.29
520,800396031000100,5,11,10,15648.24
521,700232881000000,4,14,30,23483.18
522,1000510391000000,6,11,10,29486.98
523,1000515161000000,6,17,80,3598.74
524,1400801701000000,8,10,10,8880.89
525,800336151000200,5,0,110,1817.95
526,1300740571000000,7,10,10,8581.01
527,900430571000000,4,1,10,20375.08
528,900430541000000,4,5,10,12901.1
529,900420241000000,4,3,10,13521.65
530,900420251000000,4,3,21,25637.85
531,600161801000000,2,1,10,26590.57
532,700232891000000,4,14,30,24016.38
533,1000505011000000,6,17,80,4960.25
534,1000496261000000,6,5,10,9269.11
535,1200661861000000,6,10,10,22451.71
536,1801570451000000,3,10,10,17754.88
537,1000493821000000,6,5,10,24530.25
538,300116311000300,1,18,130,1435.09
539,1000493421000000,6,12,10,20004.81
540,1000526531000000,6,5,10,33687.1
541,2201730261000000,11,10,10,24360.12
542,1501270561000000,9,10,10,18867.58
543,2000900071000000,12,10,10,14220.87
544,700247181000000,4,8,10,3020.62
545,1300698501000000,7,0,110,22227.69
546,101000021000000,1,3,10,6470.04
547,200031191000000,1,3,10,23233.38
548,700232871000000,4,1,10,11236.08
549,2000900301000000,12,10,10,9771.27
550,1400761351000000,8,1,10,14022.63
551,300071001000000,1,6,21,41342.68
552,800270151000100,5,10,70,7437.97
553,1200666271000100,6,10,10,17050.48
554,1501270601000000,9,10,10,17714.71
555,1200666271000500,6,10,10,10901.19
556,300072421000100,1,5,10,10416.57
557,1400782271000000,8,4,10,9910.93
558,300060741000000,1,1,10,11022.48
559,1200661641000200,6,8,10,15190.12
560,2000900331000000,12,10,10,18599.62
561,1000501521000000,6,10,10,81328.11
562,1200620631000000,6,3,10,28714.28
563,1200620401000000,6,11,10,28130.51
564,1200661351000000,6,11,10,14528.1
565,1200661341000000,6,10,10,24250.96
566,1501266321000200,9,8,10,3446.17
567,800380021003100,5,18,121,18595.54
568,1400808651000000,8,0,110,10481.44
569,101038031000000,1,0,110,3176.05
570,1200620231000000,6,2,10,9896.38
571,800380031002600,5,18,121,16125.4
572,1200620541000000,6,12,10,27472.75
573,1400810411000000,8,10,10,4715.14
574,300060751000000,1,1,10,11768.29
575,900455031000000,4,18,130,1519.87
576,1501261481000000,9,10,10,2265.44
577,1501236071000000,9,12,21,9535.13
578,800370861000000,5,10,10,26163.21
579,1300736281000600,7,18,130,4711.29
580,100990501000000,1,1,10,12455.15
581,1200620801000000,6,12,10,43593.2
582,1601386071000100,9,8,10,6266.84
583,1000525051000000,6,17,80,2582.32
584,501170061000100,2,8,10,10579.77
585,2000900081000000,12,10,10,12947.47
586,800371521000000,5,10,10,13865.34
587,800396371000400,5,10,10,7356.89
588,300091381000000,1,1,10,23608.05
589,1400831321000000,8,10,10,23287.24
590,1400792201000000,8,18,130,71271.99
591,1000530601001000,6,18,100,78441.31
592,1100570591000000,7,3,10,11862.97
593,900471031003400,4,18,100,423.54
594,1501260901000000,9,10,10,27310.06
595,1501266321000100,9,10,10,31640.4
596,1300700891000000,7,10,10,3768.25
597,900471111000600,4,18,100,41087.67
598,1000520951000000,6,10,10,32250.27
599,1901676241000100,3,10,10,44390.03
600,1000493441000000,6,12,10,19233.77
601,1100550921000000,7,1,10,5307.26
602,1100556121000000,7,3,10,12418.26
603,1400792181000000,8,17,50,5487.5
604,800277761000600,5,18,100,147035.37
605,800371461000000,5,10,10,12453.31
606,1400792131000000,8,1,10,13753.39
607,1400792151000000,8,4,10,8906.45
608,1400791721000000,8,1,10,7930.23
609,800390331000000,5,10,10,19314.3
610,1400792141000000,8,1,10,9236.72
611,1400791731000000,8,1,10,7953.67
612,1400791631000000,8,1,21,19777.01
613,800270581000100,5,10,10,17761.12
614,1000493031000000,6,11,10,28173.15
615,1400792241000100,8,1,10,23255.35
616,1400791741000000,8,1,10,12890.6
617,800276951000000,5,10,10,10615.98
618,800396371000600,5,10,10,7223.7
619,1300736291000500,7,10,10,25273.65
620,1400786421000000,8,3,10,21744.38
621,800270571000000,5,10,10,14019.05
622,1400781751000000,8,1,10,11654.07
623,1400782121000100,8,1,10,7552.77
624,1400782121000200,8,18,150,129076.18
625,1601391551000000,9,10,10,22861.52
626,1300740271000000,7,12,10,27118.11
627,1300742721000000,7,10,10,15040.85
628,300060701000000,1,1,10,27328.65
629,1300736091000000,7,10,10,15212.81
630,1200620791000200,6,12,10,17606.85
631,1200660271000000,6,4,10,9253.39
632,2000961621000000,12,10,10,6769.84
633,1200620791000100,6,17,50,6745.77
634,700263281000000,4,11,10,15566.23
635,1200620741000000,6,10,10,57057.82
636,1300740141000000,7,12,10,14559.79
637,1300746321000000,7,10,10,28660.66
638,1300740121000000,7,10,10,12558.13
639,1300741091000000,7,13,10,22125.92
640,1300730641000200,7,15,60,7593.35
641,1000511281000000,6,10,10,17801.53
642,1300740111000000,7,10,10,26005.94
643,1000530661003000,6,18,100,30975.25
644,1000530681001000,6,18,100,1716.08
645,1300740491000000,7,10,10,10355.05
646,1000530681000100,6,18,160,21082.81
647,1200642161000000,6,10,10,23269.89
648,101036071000000,1,14,30,8568.55
649,1300730711000000,7,10,10,16044.7
650,1000511391000000,6,10,10,15570.73
651,1000511441000000,6,10,10,10428.93
652,1400791281000000,8,1,10,14783.06
653,1901660081000200,3,8,10,8205.81
654,1400791291000000,8,1,21,20501.58
655,800386381000000,5,10,10,6689.52
656,800386391000000,5,10,10,5045.7
657,800386401000000,5,10,10,3555.09
658,1200642211000300,6,12,10,5103.21
659,101010181000000,1,14,30,8955.37
660,1300741141000000,7,17,50,11812.53
661,1300741131000000,7,10,10,17820.43
662,1200643821000000,6,10,10,13459.65
663,1200643881000000,6,10,10,23399.66
664,1300741171000000,7,10,10,17857.13
665,1200643831000000,6,10,10,13941.42
666,101030171000000,1,14,30,2977.06
667,1200632291000000,6,3,10,6937.58
668,1200620451000000,6,2,10,18025.97
669,900453111000000,4,4,10,8294.14
670,800386321000000,5,17,50,16894.37
671,800386111000000,5,10,10,15657.79
672,800386131000000,5,10,10,6400.75
673,800386121000000,5,10,10,13504.32
674,800386641000000,5,10,10,8838.46
675,1000530661004600,6,18,100,32936.61
676,800386631000000,5,10,10,9835.47
677,800386621000000,5,10,10,10879.65
678,800376441000000,5,10,10,25112.18
679,800386611000000,5,10,10,11918.27
680,1901660121000000,3,11,10,22794.64
681,1901660111000000,3,11,10,18288.7
682,1601380451000000,9,10,10,3268.37
683,101030191000000,1,14,30,13926.19
684,1200676491000300,6,10,10,9873.86
685,1000530221000000,6,11,10,17378.07
686,800325061000000,5,18,100,17512.4
687,900453081000000,4,18,140,5516.74
688,1801560291000000,3,10,10,18848.14
689,900453071000000,4,4,10,8822.39
690,900453101000000,4,4,10,8906.83
691,1801550591000000,3,10,10,6749.69
692,1000510991000000,6,11,10,9671.47
693,1300742121000000,7,10,10,27673.62
694,1300742301000000,7,10,10,23654.92
695,300091871000000,1,18,130,2801.82
696,1300740961000000,7,12,10,30870.69
697,2000950261000100,12,10,10,22395.62
698,800376451000000,5,10,10,6080.39
699,1400801831000200,8,18,130,7043.35
700,700254961000000,4,10,10,15883.9
701,800313451000300,5,5,10,12233.71
702,1400806761000000,8,10,10,5054.64
703,1901680211000200,3,10,10,9082.25
704,800327421001800,5,18,121,36055.47
705,1300740751000000,7,10,10,23290.76
706,1300740931000000,7,10,10,12670.5
